provider_id,provider_name,provider_type,address,city,state,zip_code,phone,email,is_in_network,average_rating,total_reviews,accepts_emergency,operating_hours,specialties,license_number,created_at
cb1a4b8c-379d-4c35-85c3-239db2530d65,Oak Veterinary Hospital,Emergency Hospital,5437 Veterinary Park,San Antonio,TX,78201,(714) 569-5625,contact@valleyvet99.com,True,4.5,88,False,9AM-5PM,Orthopedics,VETTX42550,2025-12-22T21:19:28.817755
15846dea-0ce8-47d2-b986-00a7a4d82878,Meadow Animal Hospital,General Practice,5869 Animal Plaza,Philadelphia,PA,19101,(267) 352-2489,contact@sunrisevet11.com,True,3.6,64,False,7AM-9PM,Surgery,VETPA63884,2025-12-22T21:19:28.817764
e0a1ff77-17ec-4a53-9b73-980eef366315,Pet Animal Medical Center,Emergency Hospital,4951 Healthcare Park,Detroit,MI,48201,(430) 270-8736,contact@sunsetvet12.com,True,4.7,484,False,8AM-6PM,Surgery,VETMI69315,2025-12-22T21:19:28.817771
e4ef5f6e-63f4-4c51-a64c-ce1b1f896c44,Central Veterinary Clinic,Specialty Clinic,1318 Healthcare Plaza,Denver,CO,80201,(214) 255-9947,contact@sunsetvet89.com,True,3.5,148,True,9AM-5PM,Orthopedics,VETCO36798,2025-12-22T21:19:28.817781
7acb0237-e595-4140-8086-b4fe24963ce5,Pet Veterinary Clinic,Mobile Vet,8007 Healthcare Center,Philadelphia,PA,19101,(299) 366-5671,contact@companionvet94.com,True,4.1,408,False,7AM-9PM,Dermatology,VETPA89228,2025-12-22T21:19:28.817789
6fee5e76-c69e-490f-9741-a3e0dbcc38b6,Central Animal Care,Specialty Clinic,7629 Animal Drive,Philadelphia,PA,19101,(487) 898-5700,contact@valleyvet54.com,True,3.9,203,True,9AM-5PM,Cardiology,VETPA77505,2025-12-22T21:19:28.817797
7e318068-721d-4f59-8f69-89d879cd187c,Family Veterinary Hospital,General Practice,4386 Medical Drive,Charlotte,NC,28201,(251) 929-8493,contact@metrovet93.com,True,3.6,389,False,8AM-6PM,Surgery,VETNC11672,2025-12-22T21:19:28.817805
305c1052-eea5-4d04-9f1c-039862287c86,Family Pet Clinic,Mobile Vet,1806 Medical Drive,San Jose,CA,95101,(486) 282-5556,contact@meadowvet79.com,True,3.7,367,True,8AM-6PM,Orthopedics,VETCA16996,2025-12-22T21:19:28.817812
ef50cbad-482c-40e1-827b-a83d6ce400de,Sunset Vet Center,Emergency Hospital,6948 Veterinary Plaza,San Diego,CA,92101,(587) 333-5312,contact@sunrisevet85.com,True,4.3,403,False,24/7,Orthopedics,VETCA71208,2025-12-22T21:19:28.817820
38c75363-8484-4083-8b82-046c8d9b03a0,Sunrise Pet Hospital,General Practice,7311 Medical Drive,Austin,TX,78701,(454) 929-5384,contact@sunrisevet99.com,False,4.9,451,False,7AM-9PM,Dermatology,VETTX61458,2025-12-22T21:19:28.817827
c58dc0a2-6f3a-4ce3-8a0b-77e3d2bd3205,Companion Animal Hospital,Mobile Vet,1767 Animal Plaza,Nashville,TN,37201,(787) 371-5207,contact@companionvet48.com,True,4.5,393,True,9AM-5PM,,VETTN84526,2025-12-22T21:19:28.817834
6658fcc6-1bc3-4f04-ae4e-9bc7b66a48d6,Animal Animal Care,General Practice,3695 Animal Park,Los Angeles,CA,90001,(414) 706-4417,contact@cityvet94.com,True,4.9,42,False,7AM-9PM,Oncology,VETCA78154,2025-12-22T21:19:28.817842
e03d1386-78ab-4abb-806f-c183781f7056,Sunset Animal Medical Center,Mobile Vet,8376 Animal Plaza,Houston,TX,77001,(502) 265-7170,contact@meadowvet82.com,True,3.7,320,True,9AM-5PM,,VETTX46332,2025-12-22T21:19:28.817849
1e58b3b6-63b0-4ed1-b826-9ea8d508bd1c,Family Veterinary Clinic,Emergency Hospital,5129 Healthcare Drive,Denver,CO,80201,(354) 287-2370,contact@animalvet3.com,True,4.8,309,True,7AM-9PM,Dermatology,VETCO99493,2025-12-22T21:19:28.817857
f3858373-0e25-4e05-9dc9-2899600a9fb8,Companion Pet Hospital,Mobile Vet,4732 Veterinary Drive,Austin,TX,78701,(730) 468-7308,contact@companionvet30.com,False,4.1,61,True,8AM-6PM,,VETTX75515,2025-12-22T21:19:28.817866
fbae75d9-79f8-4b81-8da2-063987ba5909,Central Animal Hospital,Specialty Clinic,4844 Animal Park,Nashville,TN,37201,(254) 951-5504,contact@premiervet34.com,False,3.6,288,False,8AM-6PM,,VETTN37145,2025-12-22T21:19:28.817874
e558c972-76a7-457e-a04b-7438a443381e,Family Animal Hospital,General Practice,913 Veterinary Park,Miami,FL,33101,(662) 631-1534,contact@sunrisevet48.com,True,3.8,340,False,9AM-5PM,Orthopedics,VETFL23770,2025-12-22T21:19:28.817884
ea482081-d2e5-430c-8e84-1f56018c359f,Premier Pet Hospital,Specialty Clinic,3300 Veterinary Center,Philadelphia,PA,19101,(780) 862-4990,contact@animalvet31.com,True,3.7,122,False,9AM-5PM,Surgery,VETPA81945,2025-12-22T21:19:28.817891
6af7ce74-0186-4811-9b65-91e4815787a6,Meadow Pet Hospital,General Practice,3869 Animal Drive,Dallas,TX,75201,(779) 836-3326,contact@sunsetvet44.com,True,4.1,238,False,7AM-9PM,Surgery,VETTX80715,2025-12-22T21:19:28.817900
525e12e3-44fc-42af-ab23-52e8b90fe242,Companion Animal Medical Center,Emergency Hospital,6402 Animal Center,Nashville,TN,37201,(622) 364-8423,contact@familyvet83.com,False,4.2,281,True,24/7,Oncology,VETTN75719,2025-12-22T21:19:28.817907
1986d953-2611-4a54-9947-05f6d00ab080,River Animal Care,General Practice,2643 Animal Park,Nashville,TN,37201,(532) 954-1762,contact@meadowvet64.com,True,3.9,301,True,9AM-5PM,Orthopedics,VETTN55239,2025-12-22T21:19:28.817914
f7d00193-0843-44ec-bbac-86572573eafc,River Vet Center,Mobile Vet,4299 Medical Drive,Philadelphia,PA,19101,(422) 414-8080,contact@petvet55.com,True,4.7,63,True,8AM-6PM,Dermatology,VETPA99361,2025-12-22T21:19:28.817924
81cd1720-1517-4aca-b4b7-2f0a0eea4341,Animal Veterinary Clinic,Specialty Clinic,7123 Animal Plaza,Atlanta,GA,30301,(614) 751-4529,contact@oakvet70.com,False,4.7,188,False,7AM-9PM,Orthopedics,VETGA71790,2025-12-22T21:19:28.817933
8d60eac9-d5a3-425f-872e-60113ee5778c,Companion Animal Hospital,Mobile Vet,2352 Veterinary Plaza,Seattle,WA,98101,(698) 861-1124,contact@sunsetvet12.com,True,4.0,291,True,7AM-9PM,Cardiology,VETWA72406,2025-12-22T21:19:28.817944
9cb7881d-a61a-4b64-a571-379f62fd672f,Animal Veterinary Clinic,General Practice,6748 Healthcare Plaza,Nashville,TN,37201,(930) 641-6613,contact@rivervet24.com,True,4.1,304,False,7AM-9PM,Orthopedics,VETTN65105,2025-12-22T21:19:28.817954
68925379-05f6-4943-82b3-5048c22c9d55,Premier Veterinary Hospital,Specialty Clinic,7582 Animal Center,Portland,OR,97201,(525) 351-5317,contact@companionvet99.com,True,4.0,490,True,7AM-9PM,Surgery,VETOR77550,2025-12-22T21:19:28.817961
d66cedc5-5b5c-4090-8990-c1d5db91c5f1,Central Animal Medical Center,Emergency Hospital,8669 Animal Park,Houston,TX,77001,(622) 998-3615,contact@rivervet48.com,True,4.6,457,True,7AM-9PM,Dermatology,VETTX28420,2025-12-22T21:19:28.817969
49016576-c6fc-4260-b3ca-3e85c71ca294,Metro Veterinary Hospital,General Practice,8064 Veterinary Plaza,Miami,FL,33101,(414) 368-4315,contact@meadowvet56.com,True,5.0,423,True,24/7,,VETFL36291,2025-12-22T21:19:28.817977
6672aa3b-2f9a-47df-a9cc-7a33f9f21dde,Valley Veterinary Clinic,Emergency Hospital,9433 Veterinary Park,Austin,TX,78701,(772) 224-4593,contact@companionvet90.com,True,4.7,144,True,8AM-6PM,Dermatology,VETTX57047,2025-12-22T21:19:28.817986
41b6a31f-f87c-4174-a28e-91eedb815468,Pet Veterinary Clinic,Emergency Hospital,9941 Healthcare Center,Detroit,MI,48201,(300) 666-2138,contact@sunsetvet41.com,True,4.7,246,True,24/7,Surgery,VETMI44941,2025-12-22T21:19:28.817993
9fa24420-133e-4fed-867d-98ac49d3ccdb,Companion Animal Medical Center,Mobile Vet,2097 Medical Drive,Denver,CO,80201,(614) 468-6687,contact@valleyvet87.com,True,4.8,259,True,8AM-6PM,,VETCO59436,2025-12-22T21:19:28.818001
6c924481-04a7-4a0e-9b16-43219d3b6376,Metro Animal Care,Specialty Clinic,1642 Healthcare Drive,San Diego,CA,92101,(601) 455-4798,contact@oakvet16.com,True,3.5,472,False,9AM-5PM,,VETCA12663,2025-12-22T21:19:28.818009
a24b6a08-3903-4940-ac12-274a7d7d813f,Meadow Animal Medical Center,Mobile Vet,485 Veterinary Center,Boston,MA,02101,(950) 831-8708,contact@sunrisevet33.com,True,3.7,141,True,9AM-5PM,Orthopedics,VETMA89155,2025-12-22T21:19:28.818016
0959ef67-fba9-4471-8760-af9eeb696f6e,Valley Veterinary Clinic,Specialty Clinic,4188 Healthcare Plaza,Seattle,WA,98101,(562) 487-5429,contact@companionvet16.com,True,4.6,296,True,9AM-5PM,Orthopedics,VETWA64222,2025-12-22T21:19:28.818024
9f2a2769-89c2-41e7-9110-2ed720d1d759,River Veterinary Clinic,Mobile Vet,4112 Medical Plaza,Jacksonville,FL,32099,(319) 943-7393,contact@oakvet4.com,True,3.9,143,True,9AM-5PM,Dermatology,VETFL57790,2025-12-22T21:19:28.818034
7ef692ac-54c7-47b9-b378-16237193d561,Companion Animal Hospital,Emergency Hospital,5065 Healthcare Park,Fort Worth,TX,76101,(821) 759-9319,contact@petvet79.com,False,4.3,193,False,9AM-5PM,Orthopedics,VETTX97056,2025-12-22T21:19:28.818042
fecbb593-1602-434f-9a3d-0c46e3b7798d,Sunrise Veterinary Hospital,General Practice,3443 Medical Drive,San Jose,CA,95101,(659) 390-7247,contact@familyvet53.com,False,4.7,487,True,7AM-9PM,Cardiology,VETCA65603,2025-12-22T21:19:28.818049
69658e12-432b-4c37-893d-cf676cd41ca1,Metro Animal Care,General Practice,762 Animal Drive,Miami,FL,33101,(521) 816-3286,contact@cityvet97.com,True,4.1,10,True,9AM-5PM,Surgery,VETFL61616,2025-12-22T21:19:28.818057
a6112a5b-9202-466f-b531-e1fb69684a9b,Mountain Animal Care,Emergency Hospital,7103 Medical Park,Portland,OR,97201,(603) 606-1661,contact@valleyvet69.com,True,4.4,208,True,24/7,Surgery,VETOR34730,2025-12-22T21:19:28.818064
b91ef462-7c31-4d3f-af03-56d417bb847c,Animal Animal Hospital,Emergency Hospital,9000 Medical Plaza,Chicago,IL,60601,(568) 412-3656,contact@cityvet80.com,True,4.2,419,False,8AM-6PM,Oncology,VETIL69595,2025-12-22T21:19:28.818075
83f22aa0-2e3c-40c5-9715-8e8f8c972e4c,City Veterinary Clinic,Emergency Hospital,8382 Medical Drive,San Antonio,TX,78201,(916) 657-7200,contact@sunrisevet23.com,True,4.9,497,True,9AM-5PM,Surgery,VETTX69818,2025-12-22T21:19:28.818083
165c5fc4-9384-43fc-8c66-a19d18c0126e,River Animal Care,Specialty Clinic,9927 Animal Drive,Los Angeles,CA,90001,(883) 894-9915,contact@metrovet32.com,True,4.6,491,True,9AM-5PM,Surgery,VETCA74341,2025-12-22T21:19:28.818105
afc477eb-be58-4daf-b61b-28085ba50ce2,River Animal Care,General Practice,4027 Animal Drive,Los Angeles,CA,90001,(912) 498-8729,contact@familyvet31.com,True,4.6,325,False,9AM-5PM,Oncology,VETCA77905,2025-12-22T21:19:28.818113
af9dfc74-fda9-4f90-9fa2-fee1dc382083,Companion Animal Medical Center,Emergency Hospital,6488 Healthcare Park,Los Angeles,CA,90001,(917) 311-9060,contact@familyvet59.com,True,4.9,137,True,7AM-9PM,Surgery,VETCA54203,2025-12-22T21:19:28.818121
26c4321c-2dd3-4e02-9480-fd129bb87ee9,Sunrise Pet Hospital,Specialty Clinic,5968 Veterinary Plaza,San Diego,CA,92101,(398) 514-3021,contact@mountainvet71.com,False,4.2,117,True,9AM-5PM,Dermatology,VETCA22252,2025-12-22T21:19:28.818131
b7253a3b-6c8d-4cae-bd48-b01a0b484a23,Oak Vet Center,Mobile Vet,814 Medical Park,Miami,FL,33101,(621) 537-7873,contact@premiervet84.com,True,4.1,264,False,24/7,Dermatology,VETFL63307,2025-12-22T21:19:28.818138
6c564dc5-1746-4c0e-8bdb-34de8524d127,Sunrise Animal Hospital,General Practice,1371 Veterinary Park,Fort Worth,TX,76101,(961) 329-7811,contact@rivervet90.com,False,3.8,328,False,7AM-9PM,Oncology,VETTX79046,2025-12-22T21:19:28.818146
f3000800-74bb-466a-8302-2fa5e6fddd3e,Premier Animal Hospital,Specialty Clinic,9244 Veterinary Plaza,San Diego,CA,92101,(816) 248-2900,contact@oakvet71.com,True,3.8,286,False,24/7,Orthopedics,VETCA77621,2025-12-22T21:19:28.818155
75460fb1-3792-4f70-9bc5-74c616ae764c,Family Veterinary Clinic,Specialty Clinic,8304 Healthcare Plaza,Seattle,WA,98101,(222) 296-4388,contact@centralvet69.com,True,3.7,461,False,9AM-5PM,,VETWA27649,2025-12-22T21:19:28.818162
9a11ab05-e305-495c-899c-1bfd70671215,Valley Pet Hospital,Emergency Hospital,1512 Medical Center,New York,NY,10001,(478) 626-3996,contact@metrovet3.com,True,4.3,65,False,24/7,Surgery,VETNY40056,2025-12-22T21:19:28.818170
2a7adfc6-c4e0-4cd6-8503-92d369e2df71,Sunset Pet Clinic,Specialty Clinic,2285 Medical Center,Fort Worth,TX,76101,(816) 230-1952,contact@sunsetvet46.com,True,4.7,399,False,8AM-6PM,,VETTX89666,2025-12-22T21:19:28.818177
c19596aa-99ed-4149-a401-d4c6e8210881,Sunrise Veterinary Hospital,General Practice,5760 Animal Drive,Dallas,TX,75201,(988) 385-8397,contact@animalvet41.com,False,4.6,19,True,8AM-6PM,Surgery,VETTX19565,2025-12-22T21:19:28.818185
f15d35ea-9dc7-43b6-b1e9-28d2e5709d4a,Animal Vet Center,Specialty Clinic,9728 Veterinary Drive,Charlotte,NC,28201,(220) 685-5489,contact@animalvet20.com,False,3.8,217,False,7AM-9PM,,VETNC15889,2025-12-22T21:19:28.818192
48012f08-7382-4eeb-8ee4-cad0c7937a7a,River Animal Care,Specialty Clinic,4955 Veterinary Park,San Antonio,TX,78201,(307) 678-2757,contact@centralvet50.com,True,4.1,417,False,24/7,,VETTX35866,2025-12-22T21:19:28.818203
b4d2958e-2ca6-42c7-a6fa-07ecb43161e0,Meadow Pet Clinic,Mobile Vet,4139 Healthcare Drive,New York,NY,10001,(281) 982-3697,contact@valleyvet29.com,False,4.6,37,True,7AM-9PM,Surgery,VETNY98974,2025-12-22T21:19:28.818214
b0a7fac4-b1a6-40ed-a62b-41599d158baa,Animal Animal Medical Center,Emergency Hospital,3830 Medical Plaza,Las Vegas,NV,89101,(556) 234-9256,contact@metrovet1.com,True,3.5,331,False,9AM-5PM,Orthopedics,VETNV69267,2025-12-22T21:19:28.818222
bd99cb0b-164c-40c0-bed9-673f0a8d1c25,Metro Veterinary Hospital,General Practice,4872 Veterinary Park,Philadelphia,PA,19101,(569) 937-2485,contact@petvet54.com,True,4.2,371,True,9AM-5PM,Surgery,VETPA36657,2025-12-22T21:19:28.818230
28ec255b-1d18-4bfa-afec-72db76ac3c1d,Meadow Animal Medical Center,General Practice,7159 Medical Park,Portland,OR,97201,(616) 420-6708,contact@petvet1.com,False,4.4,423,False,7AM-9PM,Cardiology,VETOR11734,2025-12-22T21:19:28.818238
d6aed15a-0d00-4f8c-9713-3fb037b65029,Metro Veterinary Clinic,Emergency Hospital,7569 Animal Park,Austin,TX,78701,(719) 951-1664,contact@centralvet7.com,False,3.9,134,False,24/7,Oncology,VETTX40828,2025-12-22T21:19:28.818245
6fcfa3b8-2eb6-4de7-b1b9-e0fe49b2010d,Oak Pet Clinic,Emergency Hospital,5912 Healthcare Center,Boston,MA,02101,(265) 460-9933,contact@petvet84.com,False,4.7,363,True,24/7,Cardiology,VETMA54583,2025-12-22T21:19:28.818252
52720591-2afc-48ba-9d53-b09c20dd434b,Companion Pet Clinic,Emergency Hospital,9366 Veterinary Center,Detroit,MI,48201,(882) 884-3618,contact@valleyvet16.com,False,3.9,186,False,7AM-9PM,Oncology,VETMI49693,2025-12-22T21:19:28.818261
a29d9882-e7a0-4913-ae8d-65a19d3c2a5b,Metro Pet Clinic,General Practice,8764 Animal Drive,San Jose,CA,95101,(489) 504-6439,contact@centralvet60.com,True,4.3,232,True,8AM-6PM,Surgery,VETCA64360,2025-12-22T21:19:28.818268
efff055f-93ff-497f-ab67-013d621e4362,Animal Pet Clinic,General Practice,5607 Veterinary Center,Boston,MA,02101,(682) 402-8411,contact@animalvet80.com,True,4.2,404,False,9AM-5PM,Dermatology,VETMA42962,2025-12-22T21:19:28.818276
bdc9299a-2f5f-4929-be11-a87068ae3135,Sunset Pet Clinic,General Practice,3831 Veterinary Park,Jacksonville,FL,32099,(603) 578-7890,contact@sunrisevet41.com,False,4.7,414,True,24/7,,VETFL85267,2025-12-22T21:19:28.818284
6fde8c0e-e7d2-41a7-b81a-a0284503f968,Mountain Veterinary Clinic,General Practice,1477 Animal Plaza,New York,NY,10001,(327) 984-2820,contact@rivervet5.com,False,4.2,218,False,7AM-9PM,Dermatology,VETNY79738,2025-12-22T21:19:28.818294
52d08ad6-4bae-4dac-be9d-46376c0491f0,City Animal Medical Center,Emergency Hospital,2449 Medical Center,Jacksonville,FL,32099,(270) 262-9414,contact@valleyvet61.com,True,4.5,267,False,9AM-5PM,,VETFL25685,2025-12-22T21:19:28.818302
95965ba9-8623-4363-8822-950ef4567d16,Companion Veterinary Hospital,Mobile Vet,2829 Healthcare Center,Los Angeles,CA,90001,(208) 453-3926,contact@meadowvet9.com,False,4.0,444,True,7AM-9PM,Oncology,VETCA35085,2025-12-22T21:19:28.818309
240f200d-291e-475e-9838-b36205d724d1,Pet Pet Hospital,General Practice,6977 Animal Plaza,Fort Worth,TX,76101,(946) 811-4173,contact@animalvet58.com,True,4.7,28,True,7AM-9PM,Orthopedics,VETTX43387,2025-12-22T21:19:28.818319
92ed561f-c379-41f1-bc17-f3fbf69c54b5,Central Pet Hospital,General Practice,1531 Veterinary Center,San Jose,CA,95101,(409) 671-4179,contact@cityvet3.com,False,3.7,401,True,24/7,Cardiology,VETCA49482,2025-12-22T21:19:28.818327
79c4a61a-0d09-4f01-8ec8-f3cbc8a6b0a8,Valley Animal Hospital,Specialty Clinic,3054 Animal Plaza,Seattle,WA,98101,(858) 366-3374,contact@familyvet12.com,True,4.1,22,False,9AM-5PM,Dermatology,VETWA20817,2025-12-22T21:19:28.818334
675077b4-4bf9-465a-82d0-64c3ecff3e20,Valley Animal Medical Center,Mobile Vet,9579 Animal Park,Detroit,MI,48201,(861) 330-4358,contact@premiervet8.com,True,3.5,27,True,7AM-9PM,Dermatology,VETMI31333,2025-12-22T21:19:28.818341
58e04f51-8ced-4649-92d9-d0cb8b17e2fe,River Animal Hospital,Emergency Hospital,5462 Veterinary Plaza,Miami,FL,33101,(723) 370-6541,contact@cityvet86.com,True,4.3,244,False,24/7,Surgery,VETFL28769,2025-12-22T21:19:28.818348
bed45276-ec8d-4948-8a47-2b1d8312048b,Oak Pet Hospital,Mobile Vet,1086 Animal Center,Denver,CO,80201,(227) 905-5115,contact@sunrisevet20.com,True,4.4,91,False,8AM-6PM,Orthopedics,VETCO95417,2025-12-22T21:19:28.818355
