pet_id,customer_id,pet_name,species,breed,gender,date_of_birth,weight_lbs,color,microchip_id,is_neutered,pre_existing_conditions,vaccination_status,adoption_date,is_active,created_at,updated_at
33e0391f-b1a1-42b2-b3b5-eb7fd9e16ce0,7a1b7685-90b5-4bdb-8d43-83bd65c68097,Luna,Cat,Oriental Shorthair,Female,2016-05-05,9.6,Orange,MC403743327,False,Arthritis,Up to Date,2017-05-04,True,2025-12-22T21:19:28.735457,2025-12-22T21:19:28.735459
b909c839-f7a5-477e-a109-dbcbff6b39a5,bb2d902c-ef93-4866-a980-d31c325aa9c5,Daisy,Cat,Birman,Female,2015-10-02,11.8,Black,MC769158731,False,Arthritis,Up to Date,2016-05-20,True,2025-12-22T21:19:28.735480,2025-12-22T21:19:28.735480
dd2b15b5-bb05-4eab-9d0a-84aeb23f4f85,8b1410ac-053d-4e58-bc8e-7ed79adfab89,Rosie,Bird,Conure,Male,2015-12-22,-0.4,Mixed,MC743707857,True,,Unknown,2016-09-15,True,2025-12-22T21:19:28.735495,2025-12-22T21:19:28.735496
19296060-e5f7-4645-8a61-fdf8a6195a7e,38b25887-10a0-473e-9a7d-4bc0b320cfe4,Gus,Bird,Conure,Female,2018-03-17,4.0,Brindle,MC320543402,False,Arthritis,Unknown,2018-07-24,True,2025-12-22T21:19:28.735509,2025-12-22T21:19:28.735510
59148f96-9f9e-4efe-a59b-f1e48371c7b9,cfb94d1a-e811-49ba-9e20-9bb083f85e12,Bailey,Cat,Abyssinian,Male,2021-06-23,9.9,Orange,MC234739749,True,Heart Murmur,Overdue,2021-11-09,True,2025-12-22T21:19:28.735521,2025-12-22T21:19:28.735521
34f4bc7e-c43b-4880-bf4f-5422ff85add9,b42805f4-3b59-4e26-a815-cb29d087d0e5,Simba,Cat,Scottish Fold,Male,2023-09-18,16.3,White,MC990913622,False,Arthritis,Overdue,2024-05-04,True,2025-12-22T21:19:28.735533,2025-12-22T21:19:28.735533
40773701-3e99-41ef-9e36-cef71c8c0b42,25b89ca1-f51b-47ae-af93-d90facd074e6,Ruby,Dog,German Shepherd,Male,2018-09-24,23.4,Brindle,MC100906173,False,Hip Dysplasia,Unknown,2019-09-15,True,2025-12-22T21:19:28.735544,2025-12-22T21:19:28.735545
6983bbf5-6d5f-4457-99e8-f020935219ca,fdcfa449-332b-43c9-9330-79f24446575b,Winston,Cat,Bengal,Female,2018-09-13,10.7,Orange,,False,Allergies,Up to Date,2018-12-16,True,2025-12-22T21:19:28.735556,2025-12-22T21:19:28.735557
e8dc8b2c-5f75-4005-8d2c-60234855ba35,b85324b1-de06-481a-80f0-37bcfaed1333,Winston,Cat,Siamese,Male,2019-02-28,19.1,White,MC684215167,True,Heart Murmur,Overdue,2019-06-06,True,2025-12-22T21:19:28.735568,2025-12-22T21:19:28.735568
5fdc9fea-8d41-42cd-ab87-aaf499215a50,3ea2cb2c-f65b-48d3-a93f-b496ff66ae0d,Rosie,Exotic,Hamster,Male,2018-11-18,4.9,Brown,,False,Diabetes,Overdue,2019-04-11,True,2025-12-22T21:19:28.735578,2025-12-22T21:19:28.735579
6354e49a-ab2a-4b73-9bba-b4ec9ff23143,59d8f235-5a1d-4085-bc38-3dd0a7ad87d2,Gus,Dog,German Shepherd,Male,2018-03-12,26.4,Black,MC601735067,True,Heart Murmur,Up to Date,2019-03-05,True,2025-12-22T21:19:28.735589,2025-12-22T21:19:28.735590
6ab5063d-cf95-4ce5-b24f-7d8b463b4049,69eae3e6-a459-46db-b214-2e4e37d2312e,Tucker,Cat,Scottish Fold,Male,2015-04-09,5.4,Mixed,MC409585904,False,Diabetes,Up to Date,2016-01-24,True,2025-12-22T21:19:28.735600,2025-12-22T21:19:28.735601
153e257f-e33d-481b-8719-a16331e58912,6bd0fd0b-d80c-497c-8d9b-1545bf81f8d0,Sophie,Dog,Beagle,Female,2022-10-10,28.8,Orange,MC873017391,False,Arthritis,Overdue,2023-08-28,True,2025-12-22T21:19:28.735611,2025-12-22T21:19:28.735612
d07addff-5f11-4698-b71d-c0c2e32c4392,f16587b9-6b3f-4ddc-9c4e-1c01f1bcd7fa,Ruby,Cat,Birman,Female,2023-02-25,22.3,Mixed,MC702271535,False,Heart Murmur,Overdue,2024-01-11,True,2025-12-22T21:19:28.735624,2025-12-22T21:19:28.735625
b5cd0b4f-8285-4ec4-ac71-a23ddc6d76a1,9d866a09-8e5e-4cb4-a576-6ab7ff697a12,Duke,Cat,Oriental Shorthair,Female,2017-02-09,11.1,Brindle,MC549765428,False,Hip Dysplasia,Unknown,2017-06-12,True,2025-12-22T21:19:28.735635,2025-12-22T21:19:28.735636
835038c7-20a2-40c8-ab65-eecc1c3ca04e,fd8be00f-cfad-4740-af68-fb4e7aeab43d,Chloe,Exotic,Reptile,Female,2019-06-27,8.0,White,,False,Hip Dysplasia,Unknown,2020-06-15,True,2025-12-22T21:19:28.735647,2025-12-22T21:19:28.735648
afdd23a2-5ef8-4554-9cd1-bf4663819045,04018fa4-afb1-4a3e-a197-71d991433227,Rocky,Dog,Siberian Husky,Female,2023-11-11,57.2,Orange,MC230863840,False,Hip Dysplasia,Unknown,2024-09-29,True,2025-12-22T21:19:28.735658,2025-12-22T21:19:28.735658
7e99bfa5-03d1-4058-a92f-b475ac572c93,7a53c5f5-f1a0-41ec-8701-3efc8e252ec9,Winston,Dog,Shih Tzu,Female,2020-01-26,86.8,Gray,,True,,Up to Date,2020-04-24,True,2025-12-22T21:19:28.735668,2025-12-22T21:19:28.735669
24115eed-ae71-4c83-a63c-ddabc079dc46,803aca3c-e107-45f7-b25c-7dcbd73c2717,Nala,Dog,Cavalier King Charles,Female,2019-03-29,29.5,Mixed,MC729968920,True,Hip Dysplasia,Overdue,2019-11-12,True,2025-12-22T21:19:28.735679,2025-12-22T21:19:28.735679
f81d45c2-fd0b-41a0-84bb-0e29787a7853,61fe43d7-4e97-4b17-9387-8e5d96961f5d,Finn,Dog,Boxer,Female,2023-10-06,42.0,Golden,,True,Diabetes,Unknown,2024-05-26,True,2025-12-22T21:19:28.735689,2025-12-22T21:19:28.735690
9448dc09-e85a-4822-8bb6-02382c1dc760,bf61f6ae-93f7-4cb9-97bd-8bc69251cc5b,Sophie,Dog,Labrador Retriever,Female,2023-02-02,30.8,White,,True,Heart Murmur,Unknown,2023-12-05,True,2025-12-22T21:19:28.735699,2025-12-22T21:19:28.735700
e489da87-9673-4da4-8b4d-36eb56bd0d56,2adaa2c1-8c9f-4d23-84ec-8632d765be30,Bentley,Dog,Boxer,Male,2020-06-07,30.1,Brown,,False,Heart Murmur,Unknown,2021-01-15,True,2025-12-22T21:19:28.735709,2025-12-22T21:19:28.735709
86bb2e98-dac7-419b-a2aa-59f568ebf9da,1df4ce8e-581e-49f5-b97d-aa57ec06f2df,Bentley,Dog,Rottweiler,Female,2017-05-16,97.9,White,,True,Heart Murmur,Overdue,2017-10-17,True,2025-12-22T21:19:28.735720,2025-12-22T21:19:28.735720
d7b8bc1e-0e16-4be3-9541-87daf83ed0ca,f45aed3c-22d1-452f-b379-c64671cea34c,Jack,Cat,Bengal,Male,2018-12-31,22.3,White,MC480231204,True,Allergies,Unknown,2019-08-25,True,2025-12-22T21:19:28.735731,2025-12-22T21:19:28.735732
df05023c-c79a-412f-bc8c-8bc896352e3a,da08c476-5eb7-4168-a0c9-46f3467ca4f3,Bear,Cat,British Shorthair,Female,2023-05-21,15.6,Orange,MC861377510,True,Allergies,Up to Date,2024-04-25,True,2025-12-22T21:19:28.735743,2025-12-22T21:19:28.735743
647cc203-6276-48b7-ae65-1e035c11b59d,a4562361-7bd5-4a8f-b011-3ea6e19878dc,Tucker,Bird,African Grey,Male,2016-10-06,3.1,Brown,MC944487055,False,Hip Dysplasia,Unknown,2017-04-01,True,2025-12-22T21:19:28.735754,2025-12-22T21:19:28.735755
34516e3b-ed36-4418-8a4c-ee59d9f87442,5578f059-b0f1-49fc-a15f-cb3b073860b0,Leo,Dog,Beagle,Female,2023-05-04,92.8,White,MC735091528,False,Diabetes,Up to Date,2023-09-02,True,2025-12-22T21:19:28.735764,2025-12-22T21:19:28.735765
1fc949db-b144-4867-a4eb-240d1911a514,e62b303f-348f-455f-ae68-6ff9d73600eb,Sadie,Dog,French Bulldog,Female,2017-11-02,40.8,Spotted,MC846949210,False,Diabetes,Overdue,2018-03-19,True,2025-12-22T21:19:28.735774,2025-12-22T21:19:28.735775
b00967c8-a220-46de-83ae-e5bab26bb207,019ae6af-b285-4f16-812c-70c2bea793c3,Lily,Dog,Great Dane,Female,2023-07-19,92.3,Brown,MC783911331,True,Arthritis,Up to Date,2023-09-17,True,2025-12-22T21:19:28.735785,2025-12-22T21:19:28.735786
627254e5-a247-45d1-bfed-6396c8aa492c,fa36864c-f414-4853-944b-85633c9afc86,Bentley,Dog,Great Dane,Male,2018-01-12,91.8,Gray,MC665629189,True,Hip Dysplasia,Overdue,2018-06-03,True,2025-12-22T21:19:28.735795,2025-12-22T21:19:28.735796
8e5b6919-2d42-44a6-b27e-3a3577d71831,b2c1dd82-36e2-478a-8f7e-959ff1311a73,Cooper,Cat,Norwegian Forest Cat,Male,2016-04-17,3.9,Orange,MC539242833,False,Heart Murmur,Unknown,2016-08-21,True,2025-12-22T21:19:28.735806,2025-12-22T21:19:28.735807
b051ad36-deed-4331-9b2a-73f4356fce29,00a31a0a-09e6-4a88-85b7-3fc628e5de08,Daisy,Cat,Ragdoll,Male,2018-07-21,7.2,Spotted,MC870497897,True,Hip Dysplasia,Up to Date,2018-12-17,True,2025-12-22T21:19:28.735818,2025-12-22T21:19:28.735819
6b889f81-00f2-45ba-bdb0-cf0f831bb14d,8c47ff17-d637-4b9e-9c8a-c6c6ca386796,Ellie,Cat,Maine Coon,Male,2024-01-30,7.5,Black,MC526075129,False,Heart Murmur,Up to Date,2024-12-09,True,2025-12-22T21:19:28.735829,2025-12-22T21:19:28.735830
19527798-5a8c-498a-94cb-241cf5e7bff5,13089f44-9846-4761-84a7-7fbe1a5b8607,Duke,Cat,Domestic Longhair,Male,2022-12-10,19.3,Black,MC359878000,True,Arthritis,Up to Date,2023-06-23,True,2025-12-22T21:19:28.735845,2025-12-22T21:19:28.735846
788545f7-dc9a-499e-8da7-b4b07599e188,d45110d8-2b49-42f0-8e52-ea9cfec3e28c,Louie,Dog,Golden Retriever,Male,2019-08-22,40.3,Orange,MC948248330,False,Diabetes,Overdue,2020-07-09,True,2025-12-22T21:19:28.735857,2025-12-22T21:19:28.735858
a0e7ebfd-d6b4-485b-8d0a-e16a66a777a8,bbeb0df2-5ca0-41ae-8413-918f34c4b8a8,Sophie,Dog,Great Dane,Male,2021-09-17,73.3,Golden,,True,Diabetes,Up to Date,2022-02-05,True,2025-12-22T21:19:28.735868,2025-12-22T21:19:28.735868
72c4b908-2cad-4488-80e9-01c617cf842b,7c647112-6af1-451c-9e6d-ebc24280cc1f,Sadie,Cat,Persian,Female,2021-02-02,4.3,Brown,,False,Hip Dysplasia,Up to Date,2021-05-26,True,2025-12-22T21:19:28.735878,2025-12-22T21:19:28.735879
ce10016f-0796-4795-8b3d-e37a53465446,9473f740-1738-4813-a8f3-6ce855f06eee,Teddy,Dog,Yorkshire Terrier,Female,2016-10-10,42.5,White,MC246491739,True,Arthritis,Overdue,2017-02-07,True,2025-12-22T21:19:28.735974,2025-12-22T21:19:28.735977
51eb39b7-7d40-401e-be72-b3a68b789b7c,2deaac0d-ebbe-44db-9a1c-523e4fc378cf,Willow,Dog,Bernese Mountain Dog,Female,2020-03-03,21.7,Black,MC746548738,True,Heart Murmur,Overdue,2020-07-29,True,2025-12-22T21:19:28.735998,2025-12-22T21:19:28.735999
68547a06-7ce6-4b9e-b18b-4fdc64d82f1e,7be4ab87-9e03-44e5-ad83-b157452bf298,Finn,Exotic,Hamster,Female,2023-09-13,2.9,Golden,MC357892058,True,,Up to Date,2024-07-26,True,2025-12-22T21:19:28.736087,2025-12-22T21:19:28.736090
e8531c46-20cf-4275-8187-8301315bc706,89698420-572c-4482-88d9-2a3b0902714e,Sophie,Cat,Scottish Fold,Female,2017-12-11,4.9,White,,True,,Unknown,2018-09-20,True,2025-12-22T21:19:28.736149,2025-12-22T21:19:28.736152
63efe0ae-1389-4c66-bdbe-a82dfb0c69b2,6c05dcf5-56af-482d-b369-71c367f6a796,Bentley,Cat,Scottish Fold,Male,2019-10-27,7.6,Brown,MC579866352,False,Diabetes,Overdue,2020-05-28,True,2025-12-22T21:19:28.736310,2025-12-22T21:19:28.736313
0604b307-9d92-4560-8c72-ff46e70aeb38,827fac1d-d408-41db-9542-68765995adf1,Luna,Dog,Rottweiler,Male,2015-05-27,16.3,Gray,,True,Heart Murmur,Unknown,2016-04-13,True,2025-12-22T21:19:28.736340,2025-12-22T21:19:28.736355
61680619-677f-47ab-b9ad-0c77b1b995fe,67dd7542-65c0-4fc5-8f60-ed9d7898adf0,Gus,Cat,Domestic Longhair,Male,2018-01-27,10.6,Gray,MC418768907,True,Heart Murmur,Up to Date,2018-06-07,True,2025-12-22T21:19:28.736384,2025-12-22T21:19:28.736385
44c2f8c3-5440-464f-888c-bbad0d95ae0c,c0b0bc5f-ed12-4ca3-b489-ccd3d91b32de,Gus,Cat,Scottish Fold,Female,2016-07-25,1.0,Brown,MC923741623,True,Hip Dysplasia,Up to Date,2016-11-10,True,2025-12-22T21:19:28.736399,2025-12-22T21:19:28.736399
907a801a-8ffb-4f65-a8d7-dcf1e8cd6b76,5001c2a0-cf89-4deb-b2ab-4c93431a3c8d,Rosie,Cat,Sphynx,Female,2017-02-04,18.4,Mixed,MC939052228,True,Allergies,Up to Date,2017-05-22,True,2025-12-22T21:19:28.736412,2025-12-22T21:19:28.736413
518f8bbe-a800-4f97-978a-a7fbf164c0ea,2918b546-323b-4ec2-a88a-8340468235a6,Rocky,Dog,French Bulldog,Female,2021-06-01,72.2,White,,True,Arthritis,Overdue,2022-02-16,True,2025-12-22T21:19:28.736425,2025-12-22T21:19:28.736426
b27125b2-8b7b-4000-8054-7dedde2fd03f,98f96130-6aa4-49d4-8dc9-b5934b531900,Zoey,Dog,Havanese,Female,2019-11-23,74.3,Brown,MC641994386,False,,Unknown,2020-11-04,True,2025-12-22T21:19:28.736437,2025-12-22T21:19:28.736437
4cc80419-01c9-4bc5-acaa-9c6d71a01463,edf493d6-7853-4890-a82b-5f974cb29d4c,Buddy,Dog,Siberian Husky,Male,2020-07-31,69.1,Orange,MC111059869,False,Hip Dysplasia,Overdue,2021-03-24,True,2025-12-22T21:19:28.736449,2025-12-22T21:19:28.736450
6bf2abab-8c24-46b7-b78f-ae0764e7b840,c5ae6d0f-9f01-4001-9d66-d3447e639a87,Max,Dog,Doberman Pinscher,Female,2023-03-09,35.7,Brindle,,True,Heart Murmur,Up to Date,2023-07-02,False,2025-12-22T21:19:28.736461,2025-12-22T21:19:28.736462
43a3e9e7-60e9-486d-9057-0a598a39acfd,e54efed2-8e61-4d08-8b51-cdc6c26c0a99,Bentley,Cat,Abyssinian,Male,2020-06-01,5.2,Brown,,False,Allergies,Up to Date,2021-04-24,True,2025-12-22T21:19:28.736472,2025-12-22T21:19:28.736473
f84a580e-c61f-43cf-80e2-a8c9242b8911,2719aa34-9670-438b-93e2-e3ad571f2f52,Cooper,Dog,Golden Retriever,Male,2015-05-08,31.5,Orange,MC174979089,False,Hip Dysplasia,Up to Date,2015-11-18,True,2025-12-22T21:19:28.736484,2025-12-22T21:19:28.736485
7285e268-f1a8-4739-b6d6-3e0ca063e6b5,52dc4389-c38f-4af0-b3b9-cf01eb4ea4c9,Bentley,Cat,Domestic Shorthair,Female,2017-09-19,1.2,Brindle,MC245696962,False,,Up to Date,2018-08-24,False,2025-12-22T21:19:28.736495,2025-12-22T21:19:28.736496
4d32e232-2880-4f33-b03d-1d5b1046e501,7d388cd5-c1bf-489c-910d-6b52dd21ac00,Bella,Dog,Poodle,Female,2016-02-24,56.8,Mixed,MC198273859,True,Heart Murmur,Up to Date,2017-02-18,False,2025-12-22T21:19:28.736508,2025-12-22T21:19:28.736508
9931c18f-7986-4416-a12a-8aee58fe289b,0899f3d0-4179-4c39-9516-08bbd2daaaf2,Gus,Cat,Sphynx,Female,2017-02-11,16.8,Spotted,MC374420990,False,Allergies,Overdue,2017-12-06,True,2025-12-22T21:19:28.736522,2025-12-22T21:19:28.736523
828d148e-be6d-45bc-ac61-7bb8a7f6bbd5,0f309704-34d8-4454-aedd-4ac91d8ab395,Jack,Dog,Siberian Husky,Female,2018-03-27,69.6,Gray,,False,,Overdue,2018-09-10,True,2025-12-22T21:19:28.736534,2025-12-22T21:19:28.736534
e94f70fd-78e2-40e1-89a3-94ecc4a6bfae,28f2f7ab-1408-4d8c-8d83-f0f126ef2f37,Oscar,Cat,Domestic Longhair,Male,2020-02-17,14.0,Black,MC449751242,False,Diabetes,Overdue,2021-01-29,True,2025-12-22T21:19:28.736546,2025-12-22T21:19:28.736546
bce7b73d-e75d-415f-9bbb-1e3a27dea1c7,ff31d0b3-d6b3-4d15-a9f8-978aadf2e0c3,Rosie,Dog,Doberman Pinscher,Male,2016-10-01,95.3,Gray,MC271695125,False,Arthritis,Up to Date,2017-02-12,True,2025-12-22T21:19:28.736560,2025-12-22T21:19:28.736561
32afdcf0-9f47-4b03-ae7d-8383285a3a3a,b2821398-d457-4ab1-a59f-734b7385a368,Nala,Dog,Havanese,Female,2023-06-05,49.2,Orange,,True,,Unknown,2024-01-16,True,2025-12-22T21:19:28.736573,2025-12-22T21:19:28.736574
306725cb-d98e-4ba7-be5a-bfa0f04735a7,00412475-ecff-4414-a8b5-dd4166a6658a,Teddy,Dog,Doberman Pinscher,Female,2020-06-13,19.6,Golden,MC543289007,False,,Up to Date,2021-02-06,True,2025-12-22T21:19:28.736625,2025-12-22T21:19:28.736628
7b6b4839-9581-4ec2-ae1b-5f11083d28d2,c1364478-da80-4553-b33f-fc8175fd8ee7,Maggie,Cat,Siamese,Female,2016-08-01,19.5,Brindle,,True,,Overdue,2017-07-22,True,2025-12-22T21:19:28.736659,2025-12-22T21:19:28.736660
fdefc908-4f6d-417d-92ca-232d63019d22,c7fb74d0-0959-48dc-b513-eb1a8bf17e20,Pepper,Cat,Persian,Male,2019-02-02,15.1,Brindle,,True,Allergies,Up to Date,2019-06-21,True,2025-12-22T21:19:28.736675,2025-12-22T21:19:28.736675
