policy_id,policy_number,customer_id,pet_id,plan_name,monthly_premium,annual_deductible,coverage_limit,reimbursement_percentage,effective_date,expiration_date,status,payment_method,payment_frequency,waiting_period_days,includes_wellness,includes_dental,includes_behavioral,cancellation_date,renewal_count,created_at,updated_at
4ea0f255-69d1-4bff-ac83-5c4e02f612c8,PI2025-851661,7cc7aaed-13ef-49a5-8cac-b29d553b0c66,a3f51d1e-f60b-4b71-b62c-e2657fbf1499,Basic,22.27436149775108,500,5000,70,2021-05-31,2022-05-31,Active,Credit Card,Annual,30,True,True,False,,4,2021-05-31T00:00:00,2025-12-22T21:19:28.821015
b9049bd5-e4a8-4503-b4e7-bbc61ec44cef,PI2025-656254,aabaaa10-f8e8-4fc9-a073-31d408bf703f,5f637636-cdd4-4f57-8884-48cc54d8082f,Premium,89.11638663006894,100,30000,90,2023-01-25,2024-01-25,Active,PayPal,Monthly,14,True,True,False,,3,2023-01-25T00:00:00,2025-12-22T21:19:28.821052
9fc733b7-2f12-46f4-9d14-4324b5bfea78,PI2025-530761,e28d0df9-b22d-4cf4-a808-b0241cc60337,2682f395-45da-4cfa-abd0-82f97f992444,Unlimited,134.0049042290434,0,999999,100,2024-06-30,2025-06-30,Active,Credit Card,Annual,14,False,True,True,,0,2024-06-30T00:00:00,2025-12-22T21:19:28.821086
c5ed9e95-dd62-4188-a2e4-9f7e77ce50ce,PI2025-361325,d234bc0e-c59d-4921-890c-184903c91dc4,57ed03ef-4193-4724-a516-61d3486b32af,Premium,70.61487014034479,100,30000,90,2022-11-05,2023-11-05,Active,Debit Card,Monthly,30,True,False,False,,5,2022-11-05T00:00:00,2025-12-22T21:19:28.821116
ce68455d-a29d-414d-860d-83898ec901cb,PI2025-777042,7bffaa5c-384d-41ce-b06c-45bfded37208,3c7d3511-d68b-47b4-b12a-37e11fc7fc23,Premium,88.5954564748268,100,30000,90,2022-02-11,2023-02-11,Cancelled,PayPal,Monthly,30,False,False,True,2022-04-17,0,2022-02-11T00:00:00,2025-12-22T21:19:28.821148
35b8d6fc-518c-43b5-bbef-dffcb3cdaba6,PI2025-292617,98e99ee7-c9ea-4b33-b7ba-f78f5e71c7d9,d86a3acf-05fc-49c3-932e-c9b9b3a25837,Premium,88.59440121475353,100,30000,90,2023-07-27,2024-07-26,Active,Bank Transfer,Monthly,30,False,True,True,,2,2023-07-27T00:00:00,2025-12-22T21:19:28.821181
21de0ba4-d97a-4221-b503-1a433b6454ce,PI2025-339928,b14fc6a4-da9c-427a-a13a-ab98b2371363,70a348f0-fed9-42d6-bbb0-d9dcc1686093,Premium,87.70726136278,100,30000,90,2022-12-25,2023-12-25,Active,Credit Card,Annual,14,True,True,True,,3,2022-12-25T00:00:00,2025-12-22T21:19:28.821210
9038c007-b648-459f-88df-cfdd6239c42e,PI2025-776036,631f8aad-0c68-4fea-bf8f-76b3b3ecee32,57d592ea-c0a3-41bd-98f8-cadcbafbde88,Basic,33.65904399858884,500,5000,70,2022-05-02,2023-05-02,Active,PayPal,Monthly,30,True,True,False,,3,2022-05-02T00:00:00,2025-12-22T21:19:28.821239
f7808dec-8f34-46d6-9276-40a6cd5646cd,PI2025-181752,46196a64-f1a9-48f4-ad12-9537341f6777,e301bab5-0fa3-4733-bf5e-d160db4fd498,Standard,55.98462840268014,250,15000,80,2024-07-29,2025-07-29,Active,Bank Transfer,Monthly,14,True,False,False,,1,2024-07-29T00:00:00,2025-12-22T21:19:28.821282
c29ca4c7-f9d9-4dfa-b298-a2890a678fec,PI2025-295220,9f268d8b-9ba7-4238-92f9-1150a9298493,e2eef8dd-6722-490d-b3da-7fb1fddf3822,Basic,39.9388394797018,500,5000,70,2023-06-03,2024-06-02,Active,Debit Card,Annual,14,True,True,True,,0,2023-06-03T00:00:00,2025-12-22T21:19:28.821327
c0a3146e-055d-4ed4-9b92-aa335a0471c3,PI2025-275541,14e9f090-cbff-41f5-af25-aa416f9371ad,2ee5b673-ed32-4a8c-8891-92530dbd2e12,Standard,44.360203936295775,250,15000,80,2022-12-28,2023-12-28,Pending,PayPal,Annual,30,True,True,False,,3,2022-12-28T00:00:00,2025-12-22T21:19:28.821377
e4782666-fccf-484e-919d-8a5a80e6a668,PI2025-731921,33a60763-3ecc-4cf8-b50e-3f2afd0b5299,94fa7077-3245-4a5e-8d50-07db08912630,Unlimited,124.54320402515292,0,999999,100,2023-11-18,2024-11-17,Expired,Credit Card,Annual,30,False,True,True,,3,2023-11-18T00:00:00,2025-12-22T21:19:28.821428
f4e6a6fa-8634-4b78-b53a-61f248b26a7e,PI2025-623120,113b4970-9948-4260-839a-0f2768e8d656,0bcff7ae-92ac-4403-914a-1c0752a3ce32,Basic,34.2675765439015,500,5000,70,2022-01-07,2023-01-07,Active,PayPal,Annual,14,False,False,False,,2,2022-01-07T00:00:00,2025-12-22T21:19:28.821465
239ac8ad-3fe1-4194-b586-05b12749792a,PI2025-315232,fc3f22fb-20d0-4c9d-9cb9-e64ff232ed2a,ea6af9ba-12cf-4391-8eec-48b4ad977af1,Basic,31.148350735654006,500,5000,70,2020-10-28,2021-10-28,Cancelled,Bank Transfer,Monthly,14,True,True,True,2021-03-29,5,2020-10-28T00:00:00,2025-12-22T21:19:28.821499
9d28c591-74e2-476b-8f8f-b4dd8f9ed5e2,PI2025-732261,aa1e8cd8-4073-4925-b620-2a5c2ce9f69b,67f7cd2b-f2f1-4db2-9c98-187c07b36540,Standard,43.75584077382609,250,15000,80,2023-09-02,2024-09-01,Active,PayPal,Monthly,14,False,True,False,,0,2023-09-02T00:00:00,2025-12-22T21:19:28.821528
ed852566-88c2-4604-ba41-491d0b002fa1,PI2025-205506,52dc4389-c38f-4af0-b3b9-cf01eb4ea4c9,7285e268-f1a8-4739-b6d6-3e0ca063e6b5,Premium,89.31103442966372,100,30000,90,2020-01-11,2021-01-10,Active,PayPal,Annual,14,True,True,True,,5,2020-01-11T00:00:00,2025-12-22T21:19:28.821560
239b6453-eea7-4e66-940a-b90ebe40a194,PI2025-903175,df2d4e8e-6d4d-4552-934a-314f4769f139,5de7a3ad-2aff-4a8d-a8d0-9765ed94de2c,Premium,78.91933794840433,100,30000,90,2022-09-16,2023-09-16,Active,PayPal,Annual,14,False,False,False,,2,2022-09-16T00:00:00,2025-12-22T21:19:28.821589
025969c6-f591-4c2c-b94b-a91a2b265eed,PI2025-156430,8e29f791-7cdd-49d1-b2f3-d0dff1aa138a,e8ca800c-ffd4-46e2-b77a-fd698271369c,Basic,29.127284783361596,500,5000,70,2022-08-28,2023-08-28,Active,PayPal,Monthly,14,True,True,False,,4,2022-08-28T00:00:00,2025-12-22T21:19:28.821621
695b5e6a-5910-455a-b04b-463a384a39a0,PI2025-700931,4b4666a3-3123-4bf0-b32f-a04ec77b8690,b0409192-9343-428c-bae8-4869aa57b088,Premium,70.43024838096412,100,30000,90,2022-12-26,2023-12-26,Active,Debit Card,Monthly,14,False,False,False,,0,2022-12-26T00:00:00,2025-12-22T21:19:28.821650
70565e7e-7114-4448-9272-c397dc5f467a,PI2025-503064,5611a070-171f-43bd-a6f4-3d8985ab34ab,185543c1-6780-46f9-b703-5b6d70c44027,Basic,30.391471086639484,500,5000,70,2022-01-04,2023-01-04,Active,PayPal,Annual,14,False,True,True,,4,2022-01-04T00:00:00,2025-12-22T21:19:28.821680
909821d0-d3a4-4f37-a18f-e0abef67e54a,PI2025-545751,204416ab-dd08-4215-8894-74cf9e8f37a7,2c0cd1be-3eae-4da9-8842-d652c507b64c,Basic,31.23205403157069,500,5000,70,2024-08-06,2025-08-06,Active,Credit Card,Annual,14,False,True,True,,1,2024-08-06T00:00:00,2025-12-22T21:19:28.821710
6415459c-4e6d-4a91-9975-30364187e767,PI2025-345422,38f8392b-cadd-425d-a6cc-4a4874336856,1a593c54-7126-4939-bdb1-92b95c578999,Standard,54.93810476599244,250,15000,80,2024-03-23,2025-03-23,Expired,PayPal,Annual,14,False,False,False,,4,2024-03-23T00:00:00,2025-12-22T21:19:28.821741
62e5cdf2-f3ad-45d4-8d60-69c6be1342e4,PI2025-974918,7f722baf-afbf-46e8-81b3-1662ddd5a797,1b05d9ee-5dc9-45e2-9cb0-afe3054a7f90,Basic,25.69792806927064,500,5000,70,2020-05-11,2021-05-11,Active,Debit Card,Annual,14,False,False,False,,4,2020-05-11T00:00:00,2025-12-22T21:19:28.821771
be189791-f06e-43d7-ba7d-fee7e5f4b6dd,PI2025-592736,2d454af7-d29f-4de6-b201-66297096a035,22d4ca62-555a-4f32-9c04-518486c09fb0,Premium,82.85535756090717,100,30000,90,2022-09-05,2023-09-05,Active,Credit Card,Annual,14,False,False,False,,3,2022-09-05T00:00:00,2025-12-22T21:19:28.821800
28548dec-52dc-4683-9e6c-fd419bac220c,PI2025-199300,ec0f65cd-e4dc-4aed-a4a3-d328b3f16d4a,1beed1dc-c7de-417f-b0ae-9734d50c7362,Unlimited,127.31231405074448,0,999999,100,2023-01-15,2024-01-15,Expired,Debit Card,Monthly,14,False,False,True,,0,2023-01-15T00:00:00,2025-12-22T21:19:28.821830
cf718899-b2c5-4190-8c94-bb4ce52e3cfd,PI2025-241463,5398a5fb-10a1-4de3-86c8-843ce13941f0,48104b6b-287f-415b-abf6-01366f22ef7d,Premium,75.98783751718267,100,30000,90,2021-04-30,2022-04-30,Active,Debit Card,Annual,30,True,True,False,,5,2021-04-30T00:00:00,2025-12-22T21:19:28.821860
b99d3ba3-c8b4-4cb9-8b4d-551c6f1e3328,PI2025-337844,ffacffb6-47bb-4f82-a43d-04382a001926,f60d9d73-5728-4084-94bf-ca8881a7d48e,Premium,76.36340859169097,100,30000,90,2021-01-02,2022-01-02,Pending,Credit Card,Annual,30,False,True,False,,3,2021-01-02T00:00:00,2025-12-22T21:19:28.821889
7a852537-3847-4110-9f66-99b5227ce056,PI2025-392827,21d476af-8c04-4eaa-b584-01ea46a5f9cc,2e8c47e5-066e-4b6d-996a-732c295c80ea,Standard,50.62694610369231,250,15000,80,2021-09-02,2022-09-02,Expired,Credit Card,Annual,30,True,False,True,,4,2021-09-02T00:00:00,2025-12-22T21:19:28.821919
0106a28b-e075-432c-8bc9-396908d4f621,PI2025-548319,02099075-7b47-4b6a-9f97-218a9066c6f1,78e70500-456c-4765-a695-9703a12329c8,Unlimited,134.67293937659156,0,999999,100,2024-06-01,2025-06-01,Active,Credit Card,Monthly,14,True,True,True,,2,2024-06-01T00:00:00,2025-12-22T21:19:28.821948
5bb852d0-7947-47bf-8da3-d9e8ee47203c,PI2025-536905,3ddad81d-aecc-4595-a976-db3d14f09d89,71b5524c-2e6e-45e2-86c2-fc2e86431592,Unlimited,120.66123123605283,0,999999,100,2023-09-23,2024-09-22,Pending,Credit Card,Monthly,30,False,False,False,,5,2023-09-23T00:00:00,2025-12-22T21:19:28.821981
2a63b7df-cbb6-4060-8898-5214d4d09090,PI2025-464068,a8a056b2-fa26-4e85-ad8d-6dee474739ff,390b5433-7267-49fa-a37b-43b379aa9bc7,Unlimited,129.24978045539572,0,999999,100,2020-05-14,2021-05-14,Cancelled,Debit Card,Annual,30,True,False,True,2020-09-22,2,2020-05-14T00:00:00,2025-12-22T21:19:28.822012
4c8b2f32-2028-470c-a11a-2fc8967635a5,PI2025-367554,12f251e9-60d0-46fb-9b41-8dbeb8a245b3,4f3cd71f-25a3-4372-b4a4-8433d187609d,Unlimited,115.84657024096823,0,999999,100,2023-01-16,2024-01-16,Pending,Debit Card,Annual,14,True,True,False,,2,2023-01-16T00:00:00,2025-12-22T21:19:28.822041
38f62284-3829-48ff-9acd-42f93e595b29,PI2025-476434,462c9ea8-bfae-4457-9410-491c1fbab803,a11d5f02-c39e-4fb9-9919-ff17f634e3a2,Standard,51.81795320009543,250,15000,80,2023-01-22,2024-01-22,Cancelled,PayPal,Monthly,14,False,False,True,2023-03-09,3,2023-01-22T00:00:00,2025-12-22T21:19:28.822071
6c700196-0d50-483b-9f2c-3e1c1602358e,PI2025-879803,d9af0303-295d-4ce8-aeab-9feb0c8c8577,f8054a24-9455-4c5d-9d50-d219e31275f3,Standard,44.196793336377645,250,15000,80,2022-05-01,2023-05-01,Active,Bank Transfer,Monthly,14,True,True,True,,1,2022-05-01T00:00:00,2025-12-22T21:19:28.822102
3227e2b1-f907-42a1-9a46-68db02961afc,PI2025-988779,964c513c-e26d-4896-be97-4ef01f1545d4,67ab35b8-3d43-45ee-aef8-2c651d77fc20,Premium,84.34852959241783,100,30000,90,2023-05-30,2024-05-29,Active,PayPal,Monthly,30,True,False,False,,2,2023-05-30T00:00:00,2025-12-22T21:19:28.822131
5f084064-61a6-4bc0-857f-4e779ee74d84,PI2025-677966,27f7d383-2872-4299-8c67-3401a7e1ce28,6ba90ef2-7238-450d-9b59-4b220a8ff32d,Premium,80.45286323374526,100,30000,90,2021-03-30,2022-03-30,Expired,Bank Transfer,Monthly,30,True,False,False,,2,2021-03-30T00:00:00,2025-12-22T21:19:28.822161
af86e0d0-fb21-4822-a77b-fa151b0e927c,PI2025-406147,03d24a90-30b9-4ed3-b011-cf2f8337936e,97136229-2d59-46c5-b281-56b91ceda7a7,Unlimited,133.48100919745548,0,999999,100,2020-06-19,2021-06-19,Active,Debit Card,Monthly,14,False,True,True,,2,2020-06-19T00:00:00,2025-12-22T21:19:28.822191
798168c5-ffbe-4352-a34a-a79b15883979,PI2025-944397,ba21059e-7f67-4d15-9fef-26fa9a450b89,f66e61d3-d719-41c6-be42-6da0ebecb617,Basic,33.33928974946593,500,5000,70,2022-11-10,2023-11-10,Active,Debit Card,Annual,30,False,True,False,,2,2022-11-10T00:00:00,2025-12-22T21:19:28.822224
1f8055f7-b5a7-4d3a-bdf2-597aaa1f8004,PI2025-723041,1a27e66a-d9d8-472c-af66-f058d760cfda,52b91d2c-27f7-4241-81a0-e2a58e75a91c,Premium,77.6386978651626,100,30000,90,2023-04-19,2024-04-18,Active,Bank Transfer,Annual,14,False,False,False,,1,2023-04-19T00:00:00,2025-12-22T21:19:28.822254
cfe08d1a-0e3d-4383-819b-0d414eef6518,PI2025-535451,43f7ee53-a445-4ec6-9ae0-3d4836120355,5c141632-7f06-4d6f-8deb-d6c1de0aa086,Unlimited,132.81577595093174,0,999999,100,2021-03-03,2022-03-03,Cancelled,Bank Transfer,Annual,30,False,False,False,2021-09-08,3,2021-03-03T00:00:00,2025-12-22T21:19:28.822285
a4181b8a-481e-40d2-8a01-7fe92fc88525,PI2025-421854,5c7d14be-9c94-4925-87ad-a92eb941036f,e709a7a8-ea05-458d-93fe-bb83b54237f0,Premium,88.73627185724584,100,30000,90,2021-03-02,2022-03-02,Active,Debit Card,Annual,14,True,False,False,,0,2021-03-02T00:00:00,2025-12-22T21:19:28.822315
827659ff-3e19-49e8-a056-3583aa363e1f,PI2025-433053,a900ac9d-d0e2-48f0-93e5-89329b788330,cf4921eb-9bc7-462e-8aa5-0dd883f1bb52,Premium,80.2248325583748,100,30000,90,2021-11-23,2022-11-23,Active,Bank Transfer,Monthly,30,False,True,False,,4,2021-11-23T00:00:00,2025-12-22T21:19:28.822345
3899b662-f5a8-40b2-b5f7-0ddd5c9cc8f1,PI2025-286609,5a787d55-f459-4a35-8300-568d7e83da61,aa297eb2-ca4d-4428-b884-00149b6aa896,Standard,54.35717386884926,250,15000,80,2023-12-11,2024-12-10,Cancelled,Bank Transfer,Annual,30,False,True,False,2024-07-28,2,2023-12-11T00:00:00,2025-12-22T21:19:28.822376
812deb6c-8610-46e7-b14c-f2c6e1e5a800,PI2025-323003,28f2f7ab-1408-4d8c-8d83-f0f126ef2f37,e94f70fd-78e2-40e1-89a3-94ecc4a6bfae,Basic,23.201284401502377,500,5000,70,2023-09-01,2024-08-31,Active,Credit Card,Monthly,14,True,True,True,,2,2023-09-01T00:00:00,2025-12-22T21:19:28.822406
57268bbe-5483-40fc-9478-f29971c543fa,PI2025-857441,e3da78ec-d3e3-44c3-af5c-7081837e04bb,41496dc1-b1bd-4c3e-b168-71f006a9296f,Unlimited,115.7331175813506,0,999999,100,2021-10-26,2022-10-26,Active,Credit Card,Annual,14,True,True,True,,0,2021-10-26T00:00:00,2025-12-22T21:19:28.822439
cdc9a27b-2562-432c-adaa-b6435c5c041c,PI2025-219005,eb8cc90f-145b-430b-a51f-919349b2df5f,53b567a3-a7f7-4327-aa3c-5847cb59235c,Standard,52.22759391962998,250,15000,80,2024-04-21,2025-04-21,Active,PayPal,Annual,14,False,False,True,,2,2024-04-21T00:00:00,2025-12-22T21:19:28.822470
8c742d88-5b76-494b-83b5-fbf9849089dd,PI2025-554050,2cdbeb2b-6612-476a-9f20-5d97e3f05b6c,d07cf257-5849-461a-bb80-82f821314783,Basic,20.060448370596752,500,5000,70,2020-05-24,2021-05-24,Active,Debit Card,Annual,14,True,True,True,,3,2020-05-24T00:00:00,2025-12-22T21:19:28.822560
6dbaeef3-7908-4fdf-80d3-b6b09a49d67b,PI2025-639137,34461608-eb4a-472f-9b25-8ed07bf6290e,0d8d411d-1951-40de-bddd-1869af2c9f9f,Standard,50.233406807710125,250,15000,80,2023-01-11,2024-01-11,Active,Debit Card,Monthly,14,True,True,True,,4,2023-01-11T00:00:00,2025-12-22T21:19:28.822598
69696a36-9951-4129-8554-24f60ee789cc,PI2025-419729,da6ada94-de9c-4c16-9b20-695859b42414,93b3759b-4a78-41d7-877e-a2cbdb7889b9,Premium,76.49888618001795,100,30000,90,2024-09-13,2025-09-13,Active,Credit Card,Annual,14,True,True,False,,0,2024-09-13T00:00:00,2025-12-22T21:19:28.822630
5dde6840-4cae-4170-99f0-56384c9bc034,PI2025-671591,d4902a33-a84c-4d78-9e5b-b8286209d562,612315ea-a266-429d-bb77-2bc5968806a5,Basic,29.19315734265024,500,5000,70,2024-08-21,2025-08-21,Active,PayPal,Annual,14,True,True,False,,0,2024-08-21T00:00:00,2025-12-22T21:19:28.822661
ee5b0c56-0b70-4edf-8926-75fe013df16b,PI2025-249294,113b46ba-7a3f-4e3f-9647-55f9aadf89d2,e1a9bc4b-0615-4bd0-9b1e-7964e3a7fd9b,Basic,38.50723193400978,500,5000,70,2024-10-01,2025-10-01,Active,Credit Card,Monthly,30,True,False,False,,2,2024-10-01T00:00:00,2025-12-22T21:19:28.822690
5f9a0abd-65b7-4c92-86a9-a964fc2a8c99,PI2025-311210,c6b294f4-cbd9-46bf-aa9b-0fc6335626b3,c8c80476-bcc4-40a4-a2cc-8055637ab1a2,Standard,51.19555080354863,250,15000,80,2024-06-04,2025-06-04,Active,Debit Card,Monthly,30,True,False,False,,0,2024-06-04T00:00:00,2025-12-22T21:19:28.822720
a6190bbf-9852-44e8-b671-1ba0be45cf8c,PI2025-656282,3387a694-8a21-4fb2-80a0-55b28b15aa1e,376a6bb1-759c-4ae0-928a-31a693e03662,Basic,23.04553877110549,500,5000,70,2020-08-15,2021-08-15,Cancelled,Debit Card,Annual,14,False,False,False,2021-02-17,1,2020-08-15T00:00:00,2025-12-22T21:19:28.822766
eceae50e-f687-4d3c-a280-8d4c4c8d8818,PI2025-262078,1e1a7afb-8e2e-458b-b984-9f3ae9b013dd,24ee4f45-47e9-452e-aee4-0857a5a74b52,Unlimited,122.77410196375399,0,999999,100,2021-12-19,2022-12-19,Cancelled,PayPal,Monthly,30,False,True,True,2022-01-27,3,2021-12-19T00:00:00,2025-12-22T21:19:28.822816
d0b10892-de2d-4a3f-902d-40f8a5c9b8f8,PI2025-157928,5c0913e6-4599-4654-bff5-d9dd52ddd079,c9b46883-8ca0-4ce4-8410-eb1c3dc6b268,Premium,80.08784381914656,100,30000,90,2022-09-28,2023-09-28,Active,Credit Card,Annual,30,False,True,True,,1,2022-09-28T00:00:00,2025-12-22T21:19:28.822854
e826a9e0-42e0-4bff-ba40-489d390f6db7,PI2025-192299,cd7020f7-04cf-4a68-9a30-a26ddee4327f,95ecebaf-7ec1-41b9-b694-48d8e2ba37b3,Basic,21.357289369153484,500,5000,70,2021-07-28,2022-07-28,Cancelled,Debit Card,Monthly,14,False,False,False,2021-12-25,2,2021-07-28T00:00:00,2025-12-22T21:19:28.822888
9772c5cb-0ab3-4870-827e-d88b7c5754e1,PI2025-578042,08f1cdd9-d399-4d95-aaca-9e7430433b1c,9d88d28d-25c8-46fe-a26a-de44cbe4bbf0,Premium,86.73366220107471,100,30000,90,2020-11-28,2021-11-28,Expired,Debit Card,Annual,30,False,True,True,,0,2020-11-28T00:00:00,2025-12-22T21:19:28.822918
a7460fb3-dd1b-4486-8572-1510686d2942,PI2025-843608,80ca3ad5-328f-47ac-b7a2-671e2ea9f3ca,e805d6ba-3990-4024-a935-cb8b77150bcb,Standard,40.296251595618045,250,15000,80,2023-04-15,2024-04-14,Active,Credit Card,Annual,30,True,False,True,,0,2023-04-15T00:00:00,2025-12-22T21:19:28.822948
5d775599-0759-4527-881e-72a139affe49,PI2025-996574,3feab8ea-a2cf-4f05-8734-60ae2b784be0,f5c57299-777a-4a46-bcdb-915e0eade4f3,Unlimited,134.98319865079694,0,999999,100,2023-10-24,2024-10-23,Cancelled,Bank Transfer,Annual,30,True,False,True,2024-07-08,3,2023-10-24T00:00:00,2025-12-22T21:19:28.822979
82f4cde0-b4ce-4f4e-af55-281ce3e3f615,PI2025-625085,e56c3d76-b1c1-4436-baeb-3ec14a4b01c8,fed1b3d0-02d3-4bf1-8aa1-8f48223440e0,Basic,31.376790265473872,500,5000,70,2020-11-27,2021-11-27,Active,PayPal,Monthly,14,True,False,False,,2,2020-11-27T00:00:00,2025-12-22T21:19:28.823014
878c055d-ad3a-4c4e-935d-b3eaec401905,PI2025-618160,b4b8e61e-4b06-4aa4-a883-cc8711148caa,7e13b07f-7ce0-4eee-bfb6-951383da3dc3,Premium,87.974870720459,100,30000,90,2024-02-16,2025-02-15,Active,Credit Card,Monthly,14,False,True,False,,3,2024-02-16T00:00:00,2025-12-22T21:19:28.823046
